"","new_id","old_id","old_classes","aggregated_new_classes","change","new_classes"
"767","2008_SKT_0027","2008_SKT_0027","MIG","MIG",0,"FWM1"
"768","2008_SKT_0028","2008_SKT_0028","MIG","MIG",0,"FWM1"
"769","2008_SKT_0030","2008_SKT_0030","MIG","MIG",0,"FWM1"
"770","2008_SKT_0031","2008_SKT_0031","MIG","MIG",0,"FWM1"
"771","2008_SKT_0032","2008_SKT_0032","MIG","MIG",0,"FWM1"
"772","2008_SKT_0033","2008_SKT_0033","MIG","FWR",1,"FWR2"
"773","2008_SKT_0034","2008_SKT_0034","FWR","FWR",0,"FWR1"
"774","2008_SKT_0035","2008_SKT_0035","MIG","MIG",0,"FWM1"
"775","2008_SKT_0036","2008_SKT_0036","MIG","MIG",0,"FWM1"
"776","2008_SKT_0037","2008_SKT_0037","MIG","MIG",0,"FWM1"
"777","2008_SKT_0039","2008_SKT_0039","MIG","MIG",0,"FWM1"
"778","2008_SKT_0041","2008_SKT_0041","FWR","FWR",0,"FWR1"
"779","2008_SKT_0043","2008_SKT_0043","FWR","FWR",0,"FWR1"
"780","2008_SKT_0044","2008_SKT_0044","MIG","MIG",0,"FWM1"
"781","2008_SKT_0045","2008_SKT_0045","FWR","FWR",0,"FWR1"
"782","2008_SKT_0046","2008_SKT_0046","MIG","MIG",0,"FWM1"
"783","2008_SKT_0047","2008_SKT_0047","FWR","FWR",0,"FWR1"
"784","2008_SKT_0048","2008_SKT_0048","FWR","FWR",0,"FWR1"
"785","2008_SKT_0049","2008_SKT_0049","MIG","FWR",1,"FWR2"
"786","2008_SKT_0065","2008_SKT_0065","MIG","MIG",0,"FWM1"
"787","2008_SKT_0066","2008_SKT_0066","MIG","MIG",0,"FWM1"
"788","2008_SKT_0067","2008_SKT_0067","MIG","MIG",0,"FWM1"
"789","2008_SKT_0068","2008_SKT_0068","MIG","MIG",0,"FWM1"
"790","2008_SKT_0069","2008_SKT_0069","MIG","MIG",0,"FWM1"
"791","2008_SKT_0070","2008_SKT_0070","MIG","MIG",0,"FWM2"
"792","2008_SKT_0071","2008_SKT_0071","MIG","MIG",0,"FWM1"
"793","2008_SKT_0079","2008_SKT_0079","FWR","FWR",0,"FWR1"
"794","2008_SKT_0080","2008_SKT_0080","MIG","FWR",1,"FWR2"
"795","2008_SKT_0081","2008_SKT_0081","MIG","MIG",0,"FWM1"
"796","2008_SKT_0083","2008_SKT_0083","FWR","FWR",0,"FWR2"
"797","2008_SKT_0084","2008_SKT_0084","MIG","FWR",1,"FWR2"
"798","2008_SKT_0085","2008_SKT_0085","MIG","MIG",0,"FWM1"
"799","2008_SKT_0086","2008_SKT_0086","FWR",NA,1,NA
"800","2008_SKT_0088","2008_SKT_0088","MIG","MIG",0,"FWM1"
"801","2008_SKT_0089","2008_SKT_0089","MIG","MIG",0,"FWM2"
"802","2008_SKT_0091","2008_SKT_0091","MIG","MIG",0,"FWM1"
"803","2008_SKT_0092","2008_SKT_0092","FWR","FWR",0,"FWR1"
"804","2008_SKT_0093","2008_SKT_0093","FWR","FWR",0,"FWR1"
"805","2008_SKT_0094","2008_SKT_0094","FWR","FWR",0,"FWR1"
"806","2008_SKT_0100","2008_SKT_0100","MIG","MIG",0,"FWM1"
"807","2008_SKT_0101","2008_SKT_0101","MIG","MIG",0,"FWM1"
"808","2008_SKT_0103","2008_SKT_0103","MIG","MIG",0,"FWM1"
"809","2008_SKT_0105","2008_SKT_0105","MIG","FWR",1,"FWR2"
"810","2008_SKT_0106","2008_SKT_0106","MIG","MIG",0,"FWM2"
"811","2008_SKT_0108","2008_SKT_0108","MIG","MIG",0,"FWM1"
"812","2008_SKT_0109","2008_SKT_0109","MIG","MIG",0,"FWM1"
"813","2008_SKT_0111","2008_SKT_0111","FWR","FWR",0,"FWR1"
"814","2008_SKT_0112","2008_SKT_0112","MIG","MIG",0,"FWM1"
"815","2008_SKT_0113","2008_SKT_0113","FWR","FWR",0,"FWR1"
"816","2008_SKT_0114","2008_SKT_0114","FWR","FWR",0,"FWR1"
"817","2008_SKT_0116","2008_SKT_0116","FWR","FWR",0,"FWR1"
"818","2008_SKT_0117","2008_SKT_0117","MIG","MIG",0,"FWM1"
"819","2008_SKT_0118","2008_SKT_0118","FWR","FWR",0,"FWR1"
"820","2008_SKT_0119","2008_SKT_0119","FWR","FWR",0,"FWR1"
"821","2008_SKT_0120","2008_SKT_0120","FWR","FWR",0,"FWR1"
"822","2008_SKT_0121","2008_SKT_0121","FWR","FWR",0,"FWR1"
"823","2008_SKT_0122","2008_SKT_0122","FWR","FWR",0,"FWR2"
"824","2008_SKT_0123","2008_SKT_0123","FWR","FWR",0,"FWR1"
"825","2008_SKT_0124","2008_SKT_0124","FWR","FWR",0,"FWR1"
"826","2008_SKT_0125","2008_SKT_0125","MIG","MIG",0,"FWM1"
"827","2008_SKT_0126","2008_SKT_0126","FWR","FWR",0,"FWR1"
"828","2008_SKT_0127","2008_SKT_0127","MIG","MIG",0,"FWM1"
"829","2008_SKT_0128","2008_SKT_0128","MIG","MIG",0,"FWM1"
"830","2008_SKT_0129","2008_SKT_0129","FWR","FWR",0,"FWR1"
"831","2008_SKT_0132","2008_SKT_0132","MIG","MIG",0,"FWM1"
"832","2008_SKT_0134","2008_SKT_0134","MIG","FWR",1,"FWR2"
"833","2008_SKT_0135","2008_SKT_0135","FWR","FWR",0,"FWR1"
"834","2008_SKT_0136","2008_SKT_0136","FWR","FWR",0,"FWR1"
"835","2008_SKT_0137","2008_SKT_0137","MIG","MIG",0,"FWM1"
"836","2008_SKT_0139","2008_SKT_0139","FWR","FWR",0,"FWR1"
"837","2008_SKT_0142","2008_SKT_0142","MIG","MIG",0,"FWM1"
"838","2008_SKT_0143","2008_SKT_0143","MIG","MIG",0,"FWM1"
"839","2008_SKT_0144","2008_SKT_0144","MIG","MIG",0,"FWM1"
"840","2008_SKT_0145","2008_SKT_0145","BWR","BWR",0,"BWR1"
"841","2008_SKT_0147","2008_SKT_0147","MIG","MIG",0,"FWM1"
"842","2008_SKT_0149","2008_SKT_0149","MIG","MIG",0,"FWM1"
"843","2008_SKT_0150","2008_SKT_0150","MIG","MIG",0,"FWM1"
"844","2008_SKT_0152","2008_SKT_0152","MIG","MIG",0,"FWM1"
"845","2008_SKT_0153","2008_SKT_0153","MIG","MIG",0,"FWM1"
"846","2008_SKT_0154","2008_SKT_0154","FWR","FWR",0,"FWR1"
"847","2008_SKT_0155","2008_SKT_0155","FWR","FWR",0,"FWR1"
"848","2008_SKT_0156","2008_SKT_0156","MIG","MIG",0,"FWM2"
"849","2008_SKT_0157","2008_SKT_0157","FWR","FWR",0,"FWR1"
"850","2008_SKT_0158","2008_SKT_0158","FWR","FWR",0,"FWR1"
"851","2008_SKT_0160","2008_SKT_0160","FWR","FWR",0,"FWR1"
"852","2008_SKT_0161","2008_SKT_0161","FWR","FWR",0,"FWR1"
"853","2008_SKT_0163","2008_SKT_0163","MIG","BWR",1,"BWM3"
"854","2008_SKT_0164","2008_SKT_0164","FWR","FWR",0,"FWR1"
"855","2008_SKT_0165","2008_SKT_0165","FWR","FWR",0,"FWR1"
"856","2008_SKT_0166","2008_SKT_0166","FWR","FWR",0,"FWR1"
"857","2008_SKT_0167","2008_SKT_0167","FWR","FWR",0,"FWR1"
"858","2008_SKT_0168","2008_SKT_0168","MIG","MIG",0,"FWM1"
"859","2008_SKT_0169","2008_SKT_0169","MIG","MIG",0,"FWM1"
"860","2008_SKT_0171","2008_SKT_0171","MIG","MIG",0,"FWM1"
"861","2008_SKT_0173","2008_SKT_0173","MIG","BWR",1,"BWM2"
"862","2008_SKT_0174","2008_SKT_0174","MIG","MIG",0,"FWM1"
"863","2008_SKT_0175","2008_SKT_0175","MIG","MIG",0,"FWM1"
"864","2008_SKT_0176","2008_SKT_0176","MIG","MIG",0,"FWM1"
"865","2008_SKT_0179","2008_SKT_0179","MIG","MIG",0,"FWM1"
"866","2008_SKT_0180","2008_SKT_0180","MIG","MIG",0,"FWM1"
"867","2008_SKT_0181","2008_SKT_0181","MIG","MIG",0,"FWM1"
"868","2008_SKT_0182","2008_SKT_0182","MIG","MIG",0,"FWM2"
"869","2008_SKT_0183","2008_SKT_0183","MIG","MIG",0,"FWM1"
"870","2008_SKT_0184","2008_SKT_0184","MIG","MIG",0,"FWM1"
"871","2008_SKT_0185","2008_SKT_0185","MIG","MIG",0,"FWM1"
"872","2008_SKT_0186","2008_SKT_0186","MIG","MIG",0,"FWM1"
"873","2008_SKT_0187","2008_SKT_0187","MIG","BWR",1,"BWR1"
"874","2008_SKT_0188","2008_SKT_0188","MIG","MIG",0,"FWM1"
"875","2008_SKT_0189","2008_SKT_0189","MIG","BWR",1,"BWM2"
"876","2008_SKT_0190","2008_SKT_0190","FWR","FWR",0,"FWR1"
"877","2008_SKT_0192","2008_SKT_0192","MIG","MIG",0,"FWM2"
"878","2008_SKT_0194","2008_SKT_0194","MIG","MIG",0,"FWM1"
"879","2008_SKT_0195","2008_SKT_0195","MIG","MIG",0,"FWM1"
"880","2008_SKT_0196","2008_SKT_0196","FWR","FWR",0,"FWR1"
"881","2008_SKT_0197","2008_SKT_0197","MIG","MIG",0,"FWM1"
"882","2008_SKT_0198","2008_SKT_0198","MIG","BWR",1,"BWM2"
"883","2008_SKT_0199","2008_SKT_0199","MIG","MIG",0,"FWM1"
"884","2008_SKT_0201","2008_SKT_0201","FWR","FWR",0,"FWR1"
"885","2008_SKT_0202","2008_SKT_0202","MIG","MIG",0,"FWM1"
"886","2008_SKT_0203","2008_SKT_0203","MIG","BWR",1,"BWM1"
"887","2008_SKT_0204","2008_SKT_0204","MIG","BWR",1,"BWM2"
"888","2008_SKT_0208","2008_SKT_0208","MIG","MIG",0,"FWM1"
"889","2008_SKT_0209","2008_SKT_0209","MIG","MIG",0,"FWM1"
"890","2008_SKT_0210","2008_SKT_0210","FWR","FWR",0,"FWR1"
"891","2008_SKT_0211","2008_SKT_0211","FWR","FWR",0,"FWR1"
"892","2008_SKT_0212","2008_SKT_0212","FWR","FWR",0,"FWR1"
"893","2008_SKT_0213","2008_SKT_0213","FWR","FWR",0,"FWR1"
"894","2008_SKT_0214","2008_SKT_0214","MIG","FWR",1,"FWR2"
"895","2008_SKT_0215","2008_SKT_0215","FWR","FWR",0,"FWR1"
"896","2008_SKT_0216","2008_SKT_0216","FWR","FWR",0,"FWR1"
"897","2008_SKT_0218","2008_SKT_0218","FWR","FWR",0,"FWR1"
"898","2008_SKT_0220","2008_SKT_0220","MIG","MIG",0,"FWM2"
"899","2008_SKT_0221","2008_SKT_0221","MIG","MIG",0,"FWM1"
"900","2008_SKT_0223","2008_SKT_0223","MIG","MIG",0,"FWM1"
"901","2008_SKT_0224","2008_SKT_0224","MIG","BWR",1,"BWR1"
"902","2008_SKT_0226","2008_SKT_0226","FWR","FWR",0,"FWR1"
"903","2008_SKT_0228","2008_SKT_0228","MIG","MIG",0,"FWM2"
"904","2008_SKT_0230","2008_SKT_0230","FWR","FWR",0,"FWR1"
"905","2008_SKT_0231","2008_SKT_0231","FWR","FWR",0,"FWR1"
"906","2008_SKT_0233","2008_SKT_0233","MIG","MIG",0,"FWM1"
"907","2008_SKT_0234","2008_SKT_0234","FWR","FWR",0,"FWR1"
"908","2008_SKT_0236","2008_SKT_0236","MIG","MIG",0,"FWM1"
"909","2008_SKT_0237","2008_SKT_0237","FWR","FWR",0,"FWR1"
"910","2008_SKT_0238","2008_SKT_0238","FWR","FWR",0,"FWR1"
"911","2010_SKT_0001","2010_SKT_0001","MIG","MIG",0,"FWM1"
"912","2010_SKT_0002","2010_SKT_0002","MIG","MIG",0,"FWM1"
"913","2010_SKT_0004","2010_SKT_0004","MIG","MIG",0,"FWM1"
"914","2010_SKT_0005","2010_SKT_0005","MIG","MIG",0,"FWM1"
"915","2010_SKT_0006","2010_SKT_0006","MIG","MIG",0,"FWM1"
"916","2010_SKT_0007","2010_SKT_0007","MIG","MIG",0,"FWM1"
"917","2010_SKT_0008","2010_SKT_0008","MIG","MIG",0,"FWM1"
"918","2010_SKT_0010","2010_SKT_0010","MIG","MIG",0,"FWM1"
"919","2010_SKT_0011","2010_SKT_0011","MIG","MIG",0,"FWM1"
"920","2010_SKT_0014","2010_SKT_0014","MIG","MIG",0,"FWM1"
"921","2010_SKT_0015","2010_SKT_0015","MIG","MIG",0,"FWM1"
"922","2010_SKT_0016","2010_SKT_0016","MIG","MIG",0,"FWM1"
"923","2010_SKT_0017","2010_SKT_0017","FWR","FWR",0,"FWR1"
"924","2010_SKT_0019","2010_SKT_0019","FWR","FWR",0,"FWR1"
"925","2010_SKT_0020","2010_SKT_0020","FWR","FWR",0,"FWR1"
"926","2010_SKT_0021","2010_SKT_0021","MIG","MIG",0,"FWM1"
"927","2010_SKT_0022","2010_SKT_0022","MIG","MIG",0,"FWM1"
"928","2010_SKT_0025","2010_SKT_0025","MIG","MIG",0,"FWM1"
"929","2010_SKT_0026","2010_SKT_0026","MIG","MIG",0,"FWM1"
"930","2010_SKT_0027","2010_SKT_0027","MIG","MIG",0,"FWM1"
"931","2010_SKT_0029","2010_SKT_0029","MIG","MIG",0,"FWM1"
"932","2010_SKT_0031","2010_SKT_0031","MIG","MIG",0,"FWM1"
"933","2010_SKT_0034","2010_SKT_0034","MIG","MIG",0,"FWM1"
"934","2010_SKT_0036","2010_SKT_0036","MIG","MIG",0,"FWM1"
"935","2010_SKT_0040","2010_SKT_0040","MIG","MIG",0,"FWM2"
"936","2010_SKT_0042","2010_SKT_0042","MIG","MIG",0,"FWM1"
"937","2010_SKT_0051","2010_SKT_0051","MIG","MIG",0,"FWM1"
"938","2010_SKT_0054","2010_SKT_0054","MIG","MIG",0,"FWM1"
"939","2010_SKT_0056","2010_SKT_0056","MIG","MIG",0,"FWM1"
"940","2010_SKT_0057","2010_SKT_0057","MIG","MIG",0,"FWM1"
"941","2010_SKT_0060","2010_SKT_0060","MIG","MIG",0,"FWM1"
"942","2010_SKT_0061","2010_SKT_0061","MIG","MIG",0,"FWM1"
"943","2010_SKT_0067","2010_SKT_0067","MIG","MIG",0,"FWM1"
"944","2010_SKT_0068","2010_SKT_0068","MIG","MIG",0,"FWM1"
"945","2010_SKT_0070","2010_SKT_0070","MIG","MIG",0,"FWM1"
"946","2010_SKT_0072","2010_SKT_0072","MIG","MIG",0,"FWM1"
"947","2010_SKT_0075","2010_SKT_0075","MIG","MIG",0,"FWM1"
"948","2010_SKT_0076","2010_SKT_0076","MIG","MIG",0,"FWM1"
"949","2010_SKT_0078","2010_SKT_0078","MIG","MIG",0,"FWM1"
"950","2010_SKT_0081","2010_SKT_0081","MIG","MIG",0,"FWM1"
"951","2010_SKT_0082","2010_SKT_0082","MIG","MIG",0,"FWM1"
"952","2010_SKT_0083","2010_SKT_0083","MIG","MIG",0,"FWM1"
"953","2010_SKT_0084","2010_SKT_0084","MIG","MIG",0,"FWM1"
"954","2010_SKT_0086","2010_SKT_0086","MIG","MIG",0,"FWM1"
"955","2010_SKT_0088","2010_SKT_0088","MIG","MIG",0,"FWM1"
"956","2010_SKT_0089","2010_SKT_0089","MIG","MIG",0,"FWM1"
"957","2010_SKT_0091","2010_SKT_0091","FWR","FWR",0,"FWR1"
"958","2010_SKT_0092","2010_SKT_0092","MIG","MIG",0,"FWM1"
"959","2010_SKT_0095","2010_SKT_0095","MIG","MIG",0,"FWM1"
"960","2010_SKT_0097","2010_SKT_0097","MIG","FWR",1,"FWR2"
"961","2010_SKT_0100","2010_SKT_0100","MIG","MIG",0,"FWM1"
"962","2010_SKT_0103","2010_SKT_0103","MIG","MIG",0,"FWM1"
"963","2010_SKT_0105","2010_SKT_0105","MIG","MIG",0,"FWM1"
"964","2010_SKT_0107","2010_SKT_0107","MIG","MIG",0,"FWM1"
"965","2010_SKT_0108","2010_SKT_0108","MIG","MIG",0,"FWM1"
"966","2010_SKT_0110","2010_SKT_0110","MIG","MIG",0,"FWM1"
"967","2010_SKT_0112","2010_SKT_0112","MIG","FWR",1,"FWR2"
"968","2010_SKT_0113","2010_SKT_0113","MIG","FWR",1,"FWR2"
"969","2010_SKT_0116","2010_SKT_0116","MIG","MIG",0,"FWM1"
"970","2010_SKT_0118","2010_SKT_0118","MIG","MIG",0,"FWM1"
"971","2010_SKT_0120","2010_SKT_0120","MIG","MIG",0,"FWM1"
"972","2010_SKT_0122","2010_SKT_0122","MIG","MIG",0,"FWM1"
"973","2010_SKT_0123","2010_SKT_0123","MIG","MIG",0,"FWM1"
"974","2010_SKT_0127","2010_SKT_0127","MIG","MIG",0,"FWM1"
"975","2010_SKT_0130","2010_SKT_0130","MIG","MIG",0,"FWM1"
"976","2010_SKT_0133","2010_SKT_0133","MIG","MIG",0,"FWM1"
"977","2010_SKT_0134","2010_SKT_0134","MIG","MIG",0,"FWM1"
"978","2010_SKT_0138","2010_SKT_0138","MIG","MIG",0,"FWM1"
"979","2010_SKT_0142","2010_SKT_0142","MIG","FWR",1,"FWR2"
"980","2010_SKT_0143","2010_SKT_0143","MIG","MIG",0,"FWM1"
"981","2010_SKT_0146","2010_SKT_0146","MIG","MIG",0,"FWM1"
"982","2010_SKT_0147","2010_SKT_0147","MIG","MIG",0,"FWM1"
"983","2010_SKT_0154","2010_SKT_0154","MIG","MIG",0,"FWM1"
"984","2010_SKT_0158","2010_SKT_0158","FWR","FWR",0,"FWR1"
"985","2010_SKT_0163","2010_SKT_0163","MIG","MIG",0,"FWM1"
"986","2010_SKT_0166","2010_SKT_0166","MIG","MIG",0,"FWM1"
"987","2010_SKT_0170","2010_SKT_0170","MIG","MIG",0,"FWM1"
"988","2010_SKT_0171","2010_SKT_0171","MIG","MIG",0,"FWM1"
"989","2010_SKT_0172","2010_SKT_0172","MIG","MIG",0,"FWM1"
"990","2010_SKT_0176","2010_SKT_0176","MIG","MIG",0,"FWM1"
"991","2010_SKT_0178","2010_SKT_0178","MIG","MIG",0,"FWM1"
"992","2010_SKT_0180","2010_SKT_0180","MIG","MIG",0,"FWM1"
"993","2010_SKT_0183","2010_SKT_0183","MIG","MIG",0,"FWM1"
"994","2010_SKT_0186","2010_SKT_0186","MIG","MIG",0,"FWM1"
"995","2010_SKT_0189","2010_SKT_0189","MIG","MIG",0,"FWM1"
"996","2010_SKT_0190","2010_SKT_0190","MIG","MIG",0,"FWM1"
"997","2010_SKT_0191","2010_SKT_0191","MIG","MIG",0,"FWM1"
"998","2010_SKT_0194","2010_SKT_0194","MIG","MIG",0,"FWM1"
"999","2010_SKT_0197","2010_SKT_0197","MIG","MIG",0,"FWM1"
"1000","2010_SKT_0200","2010_SKT_0200","MIG","MIG",0,"FWM1"
"1001","2010_SKT_0201","2010_SKT_0201","MIG","MIG",0,"FWM1"
"1002","2010_SKT_0203","2010_SKT_0203","MIG","MIG",0,"FWM1"
"1003","2010_SKT_0205","2010_SKT_0205","MIG","MIG",0,"FWM1"
"1004","2010_SKT_0208","2010_SKT_0208","MIG","MIG",0,"FWM1"
"1005","2010_SKT_0211","2010_SKT_0211","MIG","MIG",0,"FWM1"
"1006","2010_SKT_0212","2010_SKT_0212","MIG","MIG",0,"FWM1"
"1007","2010_SKT_0215","2010_SKT_0215","MIG","MIG",0,"FWM1"
"1008","2010_SKT_0217","2010_SKT_0217","MIG","MIG",0,"FWM1"
"1009","2010_SKT_0223","2010_SKT_0223","MIG","MIG",0,"FWM1"
"1010","2010_SKT_0226","2010_SKT_0226","MIG","MIG",0,"FWM1"
"1011","2010_SKT_0230","2010_SKT_0230","MIG","MIG",0,"FWM1"
"1012","2010_SKT_0233","2010_SKT_0233","MIG","MIG",0,"FWM1"
"1013","2010_SKT_0236","2010_SKT_0236","MIG","MIG",0,"FWM1"
"1014","2010_SKT_0241","2010_SKT_0241","MIG","MIG",0,"FWM1"
"1015","2010_SKT_0242","2010_SKT_0242","MIG","MIG",0,"FWM1"
"1016","2010_SKT_0250","2010_SKT_0250","MIG","MIG",0,"FWM1"
"1017","2010_SKT_0251","2010_SKT_0251","MIG","MIG",0,"FWM1"
"1018","2010_SKT_0254","2010_SKT_0254","MIG","MIG",0,"FWM1"
"1019","2010_SKT_0257","2010_SKT_0257","MIG","MIG",0,"FWM1"
"1020","2010_SKT_0258","2010_SKT_0258","MIG","FWR",1,"FWR2"
"1021","2010_SKT_0260","2010_SKT_0260","MIG","MIG",0,"FWM1"
"1022","2010_SKT_0262","2010_SKT_0262","MIG","MIG",0,"FWM1"
"1023","2010_SKT_0264","2010_SKT_0264","MIG","MIG",0,"FWM1"
"1024","2010_SKT_0268","2010_SKT_0268","MIG","MIG",0,"FWM1"
"1025","2010_SKT_0270","2010_SKT_0270","MIG","MIG",0,"FWM1"
"1026","2010_SKT_0272","2010_SKT_0272","MIG","MIG",0,"FWM1"
"1027","2010_SKT_0274","2010_SKT_0274","MIG","FWR",1,"FWR2"
"1028","2010_SKT_0276","2010_SKT_0276","MIG","MIG",0,"FWM1"
"1029","2010_SKT_0279","2010_SKT_0279","MIG","FWR",1,"FWR2"
"1030","2010_SKT_0280","2010_SKT_0280","MIG","MIG",0,"FWM1"
"1031","2010_SKT_0283","2010_SKT_0283","MIG","MIG",0,"FWM1"
"1032","2010_SKT_0285","2010_SKT_0285","MIG","MIG",0,"FWM1"
"1033","2010_SKT_0286","2010_SKT_0286","MIG","MIG",0,"FWM1"
"1034","2010_SKT_0291","2010_SKT_0291","MIG","BWR",1,"BWM3"
"1035","2010_SKT_0293","2010_SKT_0293","MIG","MIG",0,"FWM1"
"1036","2010_SKT_0296","2010_SKT_0296","MIG","MIG",0,"FWM1"
"1037","2010_SKT_0298","2010_SKT_0298","MIG","BWR",1,"BWM2"
"1038","2010_SKT_0300","2010_SKT_0300","MIG","MIG",0,"FWM1"
"1039","2010_SKT_0304","2010_SKT_0304","MIG","MIG",0,"FWM1"
"1040","2010_SKT_0305","2010_SKT_0305","MIG","MIG",0,"FWM1"
"1041","2010_SKT_0307","2010_SKT_0307","MIG","MIG",0,"FWM1"
"1042","2010_SKT_0311","2010_SKT_0311","MIG","MIG",0,"FWM1"
"1043","2010_SKT_0312","2010_SKT_0312","MIG","MIG",0,"FWM1"
"1044","2010_SKT_0313","2010_SKT_0313","MIG","MIG",0,"FWM1"
"1045","2010_SKT_0317","2010_SKT_0317","MIG","MIG",0,"FWM1"
"1046","2010_SKT_0320","2010_SKT_0320","MIG","MIG",0,"FWM1"
"1047","2010_SKT_0322","2010_SKT_0322","MIG","MIG",0,"FWM1"
"1048","2010_SKT_0325","2010_SKT_0325","MIG","MIG",0,"FWM1"
"1049","2010_SKT_0328","2010_SKT_0328","MIG","MIG",0,"FWM1"
"1050","2010_SKT_0330","2010_SKT_0330","MIG","MIG",0,"FWM1"
"1051","2010_SKT_0333","2010_SKT_0333","FWR","FWR",0,"FWR1"
"1052","2010_SKT_0334","2010_SKT_0334","FWR","FWR",0,"FWR1"
"1053","2010_SKT_0335","2010_SKT_0335","FWR","FWR",0,"FWR1"
"1054","2010_SKT_0337","2010_SKT_0337","MIG","MIG",0,"FWM1"
"1055","2010_SKT_0338","2010_SKT_0338","FWR","FWR",0,"FWR1"
"1056","2010_SKT_0344","2010_SKT_0344","MIG","FWR",1,"FWR2"
"1057","2010_SKT_0347","2010_SKT_0347","FWR","FWR",0,"FWR1"
"1058","2010_SKT_0348","2010_SKT_0348","FWR","FWR",0,"FWR1"
"1059","2010_SKT_0350","2010_SKT_0350","MIG","MIG",0,"FWM1"
"1060","2010_SKT_0354","2010_SKT_0354","MIG","MIG",0,"FWM1"
"1061","2010_SKT_0355","2010_SKT_0355","MIG","MIG",0,"FWM1"
"1062","2010_SKT_0359","2010_SKT_0359","MIG","MIG",0,"FWM1"
"1063","2010_SKT_0360","2010_SKT_0360","FWR","FWR",0,"FWR1"
"1064","2010_SKT_0361","2010_SKT_0361","MIG","MIG",0,"FWM1"
"1065","2010_SKT_0362","2010_SKT_0362","FWR","FWR",0,"FWR1"
"1066","2010_SKT_0363","2010_SKT_0363","FWR","FWR",0,"FWR1"
"1067","2010_SKT_0364","2010_SKT_0364","MIG","MIG",0,"FWM1"
"1068","2010_SKT_0369","2010_SKT_0369","MIG","MIG",0,"FWM1"
"1069","2010_SKT_0370","2010_SKT_0370","MIG","MIG",0,"FWM1"
"1070","2010_SKT_0371","2010_SKT_0371","MIG","MIG",0,"FWM1"
"1071","2010_SKT_0374","2010_SKT_0374","MIG","MIG",0,"FWM1"
"1072","2010_SKT_0377","2010_SKT_0377","MIG","MIG",0,"FWM1"
"1073","2010_SKT_0378","2010_SKT_0378","MIG","MIG",0,"FWM1"
"1074","2010_SKT_0379","2010_SKT_0379","MIG","MIG",0,"FWM1"
"1075","2010_SKT_0380","2010_SKT_0380","MIG","MIG",0,"FWM1"
"1076","2010_SKT_0382","2010_SKT_0382","MIG","MIG",0,"FWM1"
"1077","2010_SKT_0384","2010_SKT_0384","MIG","MIG",0,"FWM1"
"1078","2010_SKT_0388","2010_SKT_0388","MIG","MIG",0,"FWM1"
"1079","2010_SKT_0389","2010_SKT_0389","MIG","MIG",0,"FWM1"
"1080","2010_SKT_0391","2010_SKT_0391","MIG","MIG",0,"FWM1"
"1081","2010_SKT_0393","2010_SKT_0393","MIG","MIG",0,"FWM1"
"1082","2010_SKT_0398","2010_SKT_0398","MIG","MIG",0,"FWM1"
"1083","2010_SKT_0400","2010_SKT_0400","MIG","MIG",0,"FWM1"
"1084","2010_SKT_0404","2010_SKT_0404","MIG","MIG",0,"FWM1"
"1085","2010_SKT_0405","2010_SKT_0405","MIG","MIG",0,"FWM1"
"1086","2010_SKT_0410","2010_SKT_0410","MIG","MIG",0,"FWM1"
"1087","2010_SKT_0412","2010_SKT_0412","MIG","MIG",0,"FWM1"
"1088","2010_SKT_0415","2010_SKT_0415","MIG","MIG",0,"FWM1"
"1089","2010_SKT_0416","2010_SKT_0416","MIG","MIG",0,"FWM1"
"1090","2010_SKT_0417","2010_SKT_0417","MIG","MIG",0,"FWM1"
"1091","2010_SKT_0418","2010_SKT_0418","MIG","MIG",0,"FWM1"
"1092","2010_SKT_0421","2010_SKT_0421","MIG","MIG",0,"FWM1"
"1093","2010_SKT_0423","2010_SKT_0423","MIG","MIG",0,"FWM1"
"1094","2010_SKT_0425","2010_SKT_0425","FWR","FWR",0,"FWR1"
"1095","2010_SKT_0430","2010_SKT_0430","MIG","MIG",0,"FWM1"
"1096","2010_SKT_0432","2010_SKT_0432","MIG","MIG",0,"FWM1"
"1097","2010_SKT_0436","2010_SKT_0436","MIG","MIG",0,"FWM1"
"1098","2010_SKT_0440","2010_SKT_0440","MIG","MIG",0,"FWM1"
"1099","2010_SKT_0441","2010_SKT_0441","FWR","FWR",0,"FWR1"
"1100","2010_SKT_0444","2010_SKT_0444","MIG","MIG",0,"FWM1"
"1101","2010_SKT_0446","2010_SKT_0446","FWR","FWR",0,"FWR1"
"1102","2010_SKT_0449","2010_SKT_0449","MIG","MIG",0,"FWM1"
"1103","2010_SKT_0453","2010_SKT_0453","FWR","FWR",0,"FWR1"
"1104","2010_SKT_0455","2010_SKT_0455","FWR","FWR",0,"FWR1"
"1105","2010_SKT_0456","2010_SKT_0456","MIG","MIG",0,"FWM1"
"1106","2010_SKT_0459","2010_SKT_0459","MIG","MIG",0,"FWM1"
"1107","2010_SKT_0462","2010_SKT_0462","FWR","FWR",0,"FWR1"
"1108","2010_SKT_0466","2010_SKT_0466","MIG","MIG",0,"FWM1"
"1109","2010_SKT_0481","2010_SKT_0481","MIG","MIG",0,"FWM1"
"1110","2010_SKT_0483","2010_SKT_0483","MIG","VAR",1,"VAR1"
"1111","2010_SKT_0486","2010_SKT_0486","MIG","MIG",0,"FWM1"
"1112","2010_SKT_0488","2010_SKT_0488","MIG","MIG",0,"FWM1"
