"","new_id","old_id","old_classes","aggregated_new_classes","change","new_classes"
"417","2006_SKT_0040","2006_SKT_0040","MIG","MIG",0,"FWM1"
"418","2006_SKT_0041","2006_SKT_0041","FWR","FWR",0,"FWR1"
"419","2006_SKT_0042","2006_SKT_0042","FWR","FWR",0,"FWR1"
"420","2006_SKT_0043","2006_SKT_0043","MIG","MIG",0,"FWM1"
"421","2006_SKT_0044","2006_SKT_0044","FWR","FWR",0,"FWR2"
"422","2006_SKT_0045","2006_SKT_0045","BWR","BWR",0,"BWM3"
"423","2006_SKT_0047","2006_SKT_0047","MIG","MIG",0,"FWM2"
"424","2006_SKT_0048","2006_SKT_0048","MIG","MIG",0,"FWM1"
"425","2006_SKT_0049","2006_SKT_0049","BWR","BWR",0,"BWR1"
"426","2006_SKT_0051","2006_SKT_0051","MIG","MIG",0,"FWM1"
"427","2006_SKT_0052","2006_SKT_0052","MIG","MIG",0,"FWM1"
"428","2006_SKT_0053","2006_SKT_0053","MIG","MIG",0,"FWM2"
"429","2006_SKT_0054","2006_SKT_0054","MIG","MIG",0,"FWM1"
"430","2006_SKT_0057","2006_SKT_0057","MIG","MIG",0,"FWM1"
"431","2006_SKT_0059","2006_SKT_0059","MIG","MIG",0,"FWM1"
"432","2006_SKT_0060","2006_SKT_0060","BWR","BWR",0,"BWR1"
"433","2006_SKT_0061","2006_SKT_0061","MIG","MIG",0,"FWM2"
"434","2006_SKT_0062","2006_SKT_0062","MIG","MIG",0,"FWM1"
"435","2006_SKT_0063","2006_SKT_0063","FWR","FWR",0,"FWR2"
"436","2006_SKT_0067","2006_SKT_0067","MIG","MIG",0,"FWM1"
"437","2006_SKT_0068","2006_SKT_0068","MIG","FWR",1,"FWR2"
"438","2006_SKT_0069","2006_SKT_0069","MIG","MIG",0,"FWM1"
"439","2006_SKT_0071","2006_SKT_0071","MIG","MIG",0,"FWM1"
"440","2006_SKT_0073","2006_SKT_0073","MIG","MIG",0,"FWM1"
"441","2006_SKT_0074","2006_SKT_0074","MIG","FWR",1,"FWR2"
"442","2006_SKT_0077","2006_SKT_0077","MIG","MIG",0,"FWM2"
"443","2006_SKT_0078","2006_SKT_0078","BWR","MIG",1,"FWM1"
"444","2006_SKT_0081","2006_SKT_0081","MIG","MIG",0,"FWM2"
"445","2006_SKT_0082","2006_SKT_0082","MIG","MIG",0,"FWM1"
"446","2006_SKT_0083","2006_SKT_0083","MIG","MIG",0,"FWM1"
"447","2006_SKT_0084","2006_SKT_0084","MIG","MIG",0,"FWM1"
"448","2006_SKT_0085","2006_SKT_0085","MIG","MIG",0,"FWM1"
"449","2006_SKT_0086","2006_SKT_0086","MIG","MIG",0,"FWM1"
"450","2006_SKT_0087","2006_SKT_0087","MIG","MIG",0,"FWM1"
"451","2006_SKT_0088","2006_SKT_0088","MIG","MIG",0,"FWM1"
"452","2006_SKT_0089","2006_SKT_0089","MIG","MIG",0,"FWM1"
"453","2006_SKT_0090","2006_SKT_0090","MIG","MIG",0,"FWM1"
"454","2006_SKT_0091","2006_SKT_0091","MIG","MIG",0,"FWM1"
"455","2006_SKT_0092","2006_SKT_0092","MIG","MIG",0,"FWM1"
"456","2006_SKT_0093","2006_SKT_0093","MIG","MIG",0,"FWM1"
"457","2006_SKT_0094","2006_SKT_0094","MIG","MIG",0,"FWM1"
"458","2006_SKT_0095","2006_SKT_0095","FWR",NA,1,NA
"459","2006_SKT_0096","2006_SKT_0096","MIG","MIG",0,"FWM1"
"460","2006_SKT_0100","2006_SKT_0100","MIG","MIG",0,"FWM1"
"461","2006_SKT_0102","2006_SKT_0102","MIG","MIG",0,"FWM1"
"462","2006_SKT_0103","2006_SKT_0103","MIG","FWR",1,"FWR2"
"463","2006_SKT_0105","2006_SKT_0105","FWR","FWR",0,"FWR2"
"464","2006_SKT_0106","2006_SKT_0106","MIG","MIG",0,"FWM1"
"465","2006_SKT_0107","2006_SKT_0107","FWR","FWR",0,"FWR2"
"466","2006_SKT_0108","2006_SKT_0108","MIG","MIG",0,"FWM1"
"467","2006_SKT_0109","2006_SKT_0109","MIG","MIG",0,"FWM1"
"468","2006_SKT_0111","2006_SKT_0111","MIG","MIG",0,"FWM1"
"469","2006_SKT_0112","2006_SKT_0112","FWR","FWR",0,"FWR1"
"470","2006_SKT_0114","2006_SKT_0114","MIG","MIG",0,"FWM1"
"471","2006_SKT_0115","2006_SKT_0115","MIG","MIG",0,"FWM1"
"472","2006_SKT_0116","2006_SKT_0116","MIG","MIG",0,"FWM1"
"473","2006_SKT_0118","2006_SKT_0118","MIG","MIG",0,"FWM1"
"474","2006_SKT_0119","2006_SKT_0119","BWR","BWR",0,"BWR1"
"475","2006_SKT_0121","2006_SKT_0121","MIG","MIG",0,"FWM1"
"476","2006_SKT_0123","2006_SKT_0123","MIG","MIG",0,"FWM1"
"477","2006_SKT_0126","2006_SKT_0126","MIG","MIG",0,"FWM2"
"478","2006_SKT_0127","2006_SKT_0127","MIG","MIG",0,"FWM1"
"479","2006_SKT_0133","2006_SKT_0133","MIG","MIG",0,"FWM1"
"480","2006_SKT_0134","2006_SKT_0134","MIG","FWR",1,"FWR2"
"481","2006_SKT_0200","2006_SKT_0200","MIG","MIG",0,"FWM1"
"482","2006_SKT_0202","2006_SKT_0202","MIG","MIG",0,"FWM1"
"483","2006_SKT_0203","2006_SKT_0203","MIG","MIG",0,"FWM2"
"484","2006_SKT_0204","2006_SKT_0204","MIG","MIG",0,"FWM2"
"485","2006_SKT_0211","2006_SKT_0211","MIG","MIG",0,"FWM1"
"486","2006_SKT_0212","2006_SKT_0212","MIG","MIG",0,"FWM1"
"487","2006_SKT_0214","2006_SKT_0214","MIG","MIG",0,"FWM1"
"488","2006_SKT_0217","2006_SKT_0217","MIG","MIG",0,"FWM2"
"489","2006_SKT_0222","2006_SKT_0222","BWR","BWR",0,"BWR1"
"490","2006_SKT_0225","2006_SKT_0225","MIG","MIG",0,"FWM1"
"491","2006_SKT_0228","2006_SKT_0228","BWR","BWR",0,"BWR1"
"492","2006_SKT_0229","2006_SKT_0229","MIG","MIG",0,"FWM1"
"493","2006_SKT_0230","2006_SKT_0230","BWR","BWR",0,"BWM3"
"494","2006_SKT_0231","2006_SKT_0231","MIG","MIG",0,"FWM1"
"495","2006_SKT_0232","2006_SKT_0232","MIG","MIG",0,"FWM1"
"496","2006_SKT_0233","2006_SKT_0233","MIG","MIG",0,"FWM1"
"497","2006_SKT_0234","2006_SKT_0234","MIG","MIG",0,"FWM1"
"498","2006_SKT_0236","2006_SKT_0236","MIG","MIG",0,"FWM2"
"499","2006_SKT_0239","2006_SKT_0239","BWR",NA,1,NA
"500","2006_SKT_0247","2006_SKT_0247","MIG","MIG",0,"FWM1"
"501","2006_SKT_0250","2006_SKT_0250","BWR","BWR",0,"BWM3"
"502","2006_SKT_0251","2006_SKT_0251","BWR","BWR",0,"BWM2"
"503","2006_SKT_0258","2006_SKT_0258","MIG","MIG",0,"FWM1"
"504","2006_SKT_0262","2006_SKT_0262","MIG","MIG",0,"FWM1"
"505","2006_SKT_0263","2006_SKT_0263","MIG",NA,1,NA
"506","2006_SKT_0265","2006_SKT_0265","MIG","MIG",0,"FWM1"
"507","2006_SKT_0266","2006_SKT_0266","MIG","MIG",0,"FWM1"
"508","2006_SKT_0269","2006_SKT_0269","MIG","MIG",0,"FWM1"
"509","2006_SKT_0271","2006_SKT_0271","MIG","MIG",0,"FWM1"
"510","2006_SKT_0272","2006_SKT_0272","MIG","MIG",0,"FWM2"
"511","2006_SKT_0274","2006_SKT_0274","MIG","MIG",0,"FWM1"
"512","2006_SKT_0276","2006_SKT_0276","MIG","MIG",0,"FWM1"
"513","2006_SKT_0279","2006_SKT_0279","MIG","MIG",0,"FWM1"
"514","2006_SKT_0280","2006_SKT_0280","MIG","MIG",0,"FWM1"
"515","2006_SKT_0281","2006_SKT_0281","MIG","MIG",0,"FWM1"
"516","2006_SKT_0282","2006_SKT_0282","MIG","MIG",0,"FWM1"
"517","2006_SKT_0283","2006_SKT_0283","MIG","MIG",0,"FWM1"
"518","2006_SKT_0284","2006_SKT_0284","MIG","MIG",0,"FWM1"
"519","2006_SKT_0285","2006_SKT_0285","MIG","MIG",0,"FWM1"
"520","2006_SKT_0286","2006_SKT_0286","MIG","MIG",0,"FWM1"
"521","2006_SKT_0287","2006_SKT_0287","MIG","MIG",0,"FWM1"
"522","2006_SKT_0288","2006_SKT_0288","MIG","FWR",1,"FWR2"
"523","2006_SKT_0289","2006_SKT_0289","FWR","FWR",0,"FWR1"
"524","2006_SKT_0290","2006_SKT_0290","MIG","MIG",0,"FWM1"
"525","2006_SKT_0291","2006_SKT_0291","MIG","MIG",0,"FWM1"
"526","2006_SKT_0292","2006_SKT_0292","MIG","MIG",0,"FWM1"
"527","2006_SKT_0293","2006_SKT_0293","MIG","MIG",0,"FWM1"
"528","2006_SKT_0294","2006_SKT_0294","MIG","MIG",0,"FWM1"
"529","2006_SKT_0295","2006_SKT_0295","MIG","MIG",0,"FWM1"
"530","2006_SKT_0296","2006_SKT_0296","MIG","MIG",0,"FWM1"
"531","2006_SKT_0297","2006_SKT_0297","FWR","FWR",0,"FWR1"
"532","2006_SKT_0299","2006_SKT_0299","MIG","MIG",0,"FWM1"
"533","2006_SKT_0300","2006_SKT_0300","MIG","MIG",0,"FWM1"
"534","2006_SKT_0301","2006_SKT_0301","MIG","MIG",0,"FWM2"
"535","2006_SKT_0302","2006_SKT_0302","MIG","MIG",0,"FWM1"
"536","2006_SKT_0303","2006_SKT_0303","MIG","MIG",0,"FWM1"
"537","2006_SKT_0307","2006_SKT_0307","MIG","MIG",0,"FWM1"
"538","2006_SKT_0308","2006_SKT_0308","MIG",NA,1,NA
"539","2006_SKT_0309","2006_SKT_0309","MIG","MIG",0,"FWM1"
"540","2006_SKT_0310","2006_SKT_0310","MIG","MIG",0,"FWM1"
"541","2006_SKT_0311","2006_SKT_0311","FWR",NA,1,NA
"542","2006_SKT_0312","2006_SKT_0312","MIG","MIG",0,"FWM1"
"543","2006_SKT_0314","2006_SKT_0314","MIG","MIG",0,"FWM1"
"544","2006_SKT_0316","2006_SKT_0316","MIG","MIG",0,"FWM1"
"545","2006_SKT_0317","2006_SKT_0317","MIG","MIG",0,"FWM1"
"546","2006_SKT_0318","2006_SKT_0318","MIG","MIG",0,"FWM1"
"547","2006_SKT_0320","2006_SKT_0320","FWR","FWR",0,"FWR1"
"548","2006_SKT_0322","2006_SKT_0322","MIG","MIG",0,"FWM1"
"549","2006_SKT_0323","2006_SKT_0323","MIG","MIG",0,"FWM1"
"550","2006_SKT_0324","2006_SKT_0324","MIG","MIG",0,"FWM1"
"551","2006_SKT_0326","2006_SKT_0326","FWR","FWR",0,"FWR1"
"552","2006_SKT_0328","2006_SKT_0328","BWR","BWR",0,"BWR1"
"553","2006_SKT_0329","2006_SKT_0329","MIG","BWR",1,"BWR1"
"554","2006_SKT_0331","2006_SKT_0331","FWR","FWR",0,"FWR1"
"555","2006_SKT_0332","2006_SKT_0332","FWR","FWR",0,"FWR1"
"556","2006_SKT_0333","2006_SKT_0333","FWR","FWR",0,"FWR1"
"557","2006_SKT_0336","2006_SKT_0336","FWR","FWR",0,"FWR1"
"558","2006_SKT_0337","2006_SKT_0337","MIG","MIG",0,"FWM1"
"559","2006_SKT_0338","2006_SKT_0338","MIG","MIG",0,"FWM1"
"560","2006_SKT_0339","2006_SKT_0339","MIG","MIG",0,"FWM1"
"561","2006_SKT_0340","2006_SKT_0340","MIG",NA,1,NA
"562","2006_SKT_0342","2006_SKT_0342","FWR","FWR",0,"FWR1"
"563","2006_SKT_0346","2006_SKT_0346","FWR","FWR",0,"FWR2"
"564","2006_SKT_0347","2006_SKT_0347","MIG","MIG",0,"FWM1"
"565","2006_SKT_0348","2006_SKT_0348","MIG","MIG",0,"FWM1"
"566","2006_SKT_0350","2006_SKT_0350","FWR","FWR",0,"FWR1"
"567","2006_SKT_0351","2006_SKT_0351","FWR",NA,1,NA
"568","2006_SKT_0352","2006_SKT_0352","MIG",NA,1,NA
"569","2006_SKT_0355","2006_SKT_0355","FWR",NA,1,NA
"570","2006_SKT_0357","2006_SKT_0357","MIG",NA,1,NA
"571","2006_SKT_0359","2006_SKT_0359","FWR","FWR",0,"FWR1"
"572","2006_SKT_0361","2006_SKT_0361","FWR","FWR",0,"FWR1"
"573","2006_SKT_0362","2006_SKT_0362","MIG","MIG",0,"FWM1"
"574","2006_SKT_0364","2006_SKT_0364","MIG","MIG",0,"FWM1"
"575","2006_SKT_0365","2006_SKT_0365","MIG","MIG",0,"FWM1"
"576","2006_SKT_0368","2006_SKT_0368","MIG","MIG",0,"FWM1"
"577","2006_SKT_0369","2006_SKT_0369","FWR","FWR",0,"FWR1"
"578","2007_SKT_0001","2007_SKT_0001","MIG","MIG",0,"FWM1"
"579","2007_SKT_0002","2007_SKT_0002","MIG","BWR",1,"BWM3"
"580","2007_SKT_0003","2007_SKT_0003","BWR","BWR",0,"BWR1"
"581","2007_SKT_0005","2007_SKT_0005","MIG","BWR",1,"BWM3"
"582","2007_SKT_0006","2007_SKT_0006","MIG","MIG",0,"FWM1"
"583","2007_SKT_0008","2007_SKT_0008","MIG","MIG",0,"FWM1"
"584","2007_SKT_0012","2007_SKT_0012","MIG","MIG",0,"FWM1"
"585","2007_SKT_0019","2007_SKT_0019","BWR","BWR",0,"BWM2"
"586","2007_SKT_0021","2007_SKT_0021","MIG","MIG",0,"FWM1"
"587","2007_SKT_0024","2007_SKT_0024","MIG","MIG",0,"FWM1"
"588","2007_SKT_0025","2007_SKT_0025","MIG","MIG",0,"FWM2"
"589","2007_SKT_0026","2007_SKT_0026","MIG","MIG",0,"FWM1"
"590","2007_SKT_0027","2007_SKT_0027","MIG","MIG",0,"FWM1"
"591","2007_SKT_0029","2007_SKT_0029","MIG","MIG",0,"FWM1"
"592","2007_SKT_0034","2007_SKT_0034","MIG","MIG",0,"FWM2"
"593","2007_SKT_0035","2007_SKT_0035","MIG","MIG",0,"FWM2"
"594","2007_SKT_0038","2007_SKT_0038","MIG","MIG",0,"FWM1"
"595","2007_SKT_0039","2007_SKT_0039","MIG","BWR",1,"BWM3"
"596","2007_SKT_0041","2007_SKT_0041","BWR","MIG",1,"FWM2"
"597","2007_SKT_0044","2007_SKT_0044","BWR","BWR",0,"BWR1"
"598","2007_SKT_0046","2007_SKT_0046","BWR","BWR",0,"BWR1"
"599","2007_SKT_0047","2007_SKT_0047","MIG","MIG",0,"FWM1"
"600","2007_SKT_0049","2007_SKT_0049","MIG","MIG",0,"FWM2"
"601","2007_SKT_0052","2007_SKT_0052","BWR","BWR",0,"BWR1"
"602","2007_SKT_0054","2007_SKT_0054","BWR","BWR",0,"BWR1"
"603","2007_SKT_0057","2007_SKT_0057","MIG","MIG",0,"FWM1"
"604","2007_SKT_0059","2007_SKT_0059","MIG","MIG",0,"FWM1"
"605","2007_SKT_0061","2007_SKT_0061","MIG","BWR",1,"BWM2"
"606","2007_SKT_0064","2007_SKT_0064","MIG","BWR",1,"BWM3"
"607","2007_SKT_0067","2007_SKT_0067","MIG","BWR",1,"BWM2"
"608","2007_SKT_0069","2007_SKT_0069","MIG","MIG",0,"FWM1"
"609","2007_SKT_0070","2007_SKT_0070","BWR","BWR",0,"BWR1"
"610","2007_SKT_0074","2007_SKT_0074","MIG","MIG",0,"FWM1"
"611","2007_SKT_0080","2007_SKT_0080","MIG","MIG",0,"FWM1"
"612","2007_SKT_0083","2007_SKT_0083","MIG","MIG",0,"FWM1"
"613","2007_SKT_0085","2007_SKT_0085","MIG","MIG",0,"FWM1"
"614","2007_SKT_0088","2007_SKT_0088","MIG","MIG",0,"FWM1"
"615","2007_SKT_0091","2007_SKT_0091","MIG","MIG",0,"FWM1"
"616","2007_SKT_0092","2007_SKT_0092","MIG","MIG",0,"FWM1"
"617","2007_SKT_0093","2007_SKT_0093","MIG","MIG",0,"FWM1"
"618","2007_SKT_0100","2007_SKT_0100","BWR","MIG",1,"FWM2"
"619","2007_SKT_0102","2007_SKT_0102","MIG","MIG",0,"FWM2"
"620","2007_SKT_0103","2007_SKT_0103","BWR","BWR",0,"BWR1"
"621","2007_SKT_0105","2007_SKT_0105","MIG","MIG",0,"FWM1"
"622","2007_SKT_0107","2007_SKT_0107","MIG","MIG",0,"FWM1"
"623","2007_SKT_0114","2007_SKT_0114","BWR","BWR",0,"BWR1"
"624","2007_SKT_0117","2007_SKT_0117","BWR","BWR",0,"BWR1"
"625","2007_SKT_0119","2007_SKT_0119","BWR","BWR",0,"BWM3"
"626","2007_SKT_0124","2007_SKT_0124","BWR","BWR",0,"BWR1"
"627","2007_SKT_0125","2007_SKT_0125","MIG","MIG",0,"FWM1"
"628","2007_SKT_0131","2007_SKT_0131","FWR","FWR",0,"FWR2"
"629","2007_SKT_0135","2007_SKT_0135","MIG","MIG",0,"FWM1"
"630","2007_SKT_0138","2007_SKT_0138","MIG","MIG",0,"FWM1"
"631","2007_SKT_0141","2007_SKT_0141","MIG","MIG",0,"FWM1"
"632","2007_SKT_0143","2007_SKT_0143","MIG","MIG",0,"FWM1"
"633","2007_SKT_0154","2007_SKT_0154","MIG","MIG",0,"FWM1"
"634","2007_SKT_0156","2007_SKT_0156","MIG","MIG",0,"FWM1"
"635","2007_SKT_0158","2007_SKT_0158","MIG","MIG",0,"FWM1"
"636","2007_SKT_0159","2007_SKT_0159","MIG","MIG",0,"FWM1"
"637","2007_SKT_0161","2007_SKT_0161","MIG","MIG",0,"FWM1"
"638","2007_SKT_0162","2007_SKT_0162","MIG","MIG",0,"FWM1"
"639","2007_SKT_0163","2007_SKT_0163","MIG","MIG",0,"FWM1"
"640","2007_SKT_0164","2007_SKT_0164","MIG","MIG",0,"FWM1"
"641","2007_SKT_0166","2007_SKT_0166","MIG","MIG",0,"FWM1"
"642","2007_SKT_0168","2007_SKT_0168","MIG","MIG",0,"FWM1"
"643","2007_SKT_0170","2007_SKT_0170","MIG","MIG",0,"FWM1"
"644","2007_SKT_0171","2007_SKT_0171","MIG","MIG",0,"FWM1"
"645","2007_SKT_0174","2007_SKT_0174","MIG","MIG",0,"FWM1"
"646","2007_SKT_0175","2007_SKT_0175","MIG","MIG",0,"FWM1"
"647","2007_SKT_0179","2007_SKT_0179","MIG","MIG",0,"FWM1"
"648","2007_SKT_0183","2007_SKT_0183","MIG","MIG",0,"FWM1"
"649","2007_SKT_0186","2007_SKT_0186","MIG","MIG",0,"FWM1"
"650","2007_SKT_0190","2007_SKT_0190","MIG","BWR",1,"BWR1"
"651","2007_SKT_0193","2007_SKT_0193","MIG","MIG",0,"FWM1"
"652","2007_SKT_0195","2007_SKT_0195","MIG","MIG",0,"FWM1"
"653","2007_SKT_0197","2007_SKT_0197","MIG","MIG",0,"FWM1"
"654","2007_SKT_0198","2007_SKT_0198","MIG","MIG",0,"FWM1"
"655","2007_SKT_0200","2007_SKT_0200","MIG","MIG",0,"FWM1"
"656","2007_SKT_0201","2007_SKT_0201","MIG","MIG",0,"FWM1"
"657","2007_SKT_0204","2007_SKT_0204","MIG","MIG",0,"FWM1"
"658","2007_SKT_0205","2007_SKT_0205","MIG","MIG",0,"FWM1"
"659","2007_SKT_0207","2007_SKT_0207","MIG","MIG",0,"FWM1"
"660","2007_SKT_0211","2007_SKT_0211","MIG","MIG",0,"FWM1"
"661","2007_SKT_0212","2007_SKT_0212","MIG","MIG",0,"FWM1"
"662","2007_SKT_0215","2007_SKT_0215","MIG","MIG",0,"FWM1"
"663","2007_SKT_0219","2007_SKT_0219","MIG","MIG",0,"FWM1"
"664","2007_SKT_0230","2007_SKT_0230","MIG","MIG",0,"FWM1"
"665","2007_SKT_0232","2007_SKT_0232","MIG","MIG",0,"FWM1"
"666","2007_SKT_0233","2007_SKT_0233","BWR","BWR",0,"BWR1"
"667","2007_SKT_0239","2007_SKT_0239","MIG","MIG",0,"FWM1"
"668","2007_SKT_0241","2007_SKT_0241","MIG","MIG",0,"FWM1"
"669","2007_SKT_0242","2007_SKT_0242","MIG","BWR",1,"BWM2"
"670","2007_SKT_0243","2007_SKT_0243","MIG","MIG",0,"FWM1"
"671","2007_SKT_0244","2007_SKT_0244","MIG","MIG",0,"FWM1"
"672","2007_SKT_0245","2007_SKT_0245","MIG","BWR",1,"BWM2"
"673","2007_SKT_0246","2007_SKT_0246","MIG","BWR",1,"BWM2"
"674","2007_SKT_0249","2007_SKT_0249","MIG","MIG",0,"FWM1"
"675","2007_SKT_0250","2007_SKT_0250","MIG","BWR",1,"BWM3"
"676","2007_SKT_0252","2007_SKT_0252","MIG","MIG",0,"FWM1"
"677","2007_SKT_0254","2007_SKT_0254","MIG","MIG",0,"FWM1"
"678","2007_SKT_0255","2007_SKT_0255","MIG","MIG",0,"FWM1"
"679","2007_SKT_0259","2007_SKT_0259","MIG","MIG",0,"FWM1"
"680","2007_SKT_0262","2007_SKT_0262","MIG","MIG",0,"FWM1"
"681","2007_SKT_0265","2007_SKT_0265","BWR",NA,1,NA
"682","2007_SKT_0268","2007_SKT_0268","MIG","MIG",0,"FWM1"
"683","2007_SKT_0269","2007_SKT_0269","MIG","MIG",0,"FWM1"
"684","2007_SKT_0270","2007_SKT_0270","MIG","MIG",0,"FWM1"
"685","2007_SKT_0271","2007_SKT_0271","MIG","MIG",0,"FWM1"
"686","2007_SKT_0272","2007_SKT_0272","MIG","MIG",0,"FWM1"
"687","2007_SKT_0274","2007_SKT_0274","MIG","MIG",0,"FWM1"
"688","2007_SKT_0275","2007_SKT_0275","MIG","MIG",0,"FWM1"
"689","2007_SKT_0277","2007_SKT_0277","MIG","MIG",0,"FWM1"
"690","2007_SKT_0278","2007_SKT_0278","MIG","MIG",0,"FWM1"
"691","2007_SKT_0279","2007_SKT_0279","MIG","MIG",0,"FWM1"
"692","2007_SKT_0280","2007_SKT_0280","MIG","FWR",1,"FWR2"
"693","2007_SKT_0281","2007_SKT_0281","MIG","MIG",0,"FWM1"
"694","2007_SKT_0282","2007_SKT_0282","MIG","MIG",0,"FWM1"
"695","2007_SKT_0287","2007_SKT_0287","MIG","MIG",0,"FWM1"
"696","2007_SKT_0289","2007_SKT_0289","MIG","MIG",0,"FWM1"
"697","2007_SKT_0290","2007_SKT_0290","MIG","BWR",1,"BWM3"
"698","2007_SKT_0292","2007_SKT_0292","MIG","BWR",1,"BWM3"
"699","2007_SKT_0295","2007_SKT_0295","MIG","MIG",0,"FWM1"
"700","2007_SKT_0298","2007_SKT_0298","MIG","BWR",1,"BWM2"
"701","2007_SKT_0302","2007_SKT_0302","BWR","BWR",0,"BWR1"
"702","2007_SKT_0305","2007_SKT_0305","MIG","BWR",1,"BWR1"
"703","2007_SKT_0310","2007_SKT_0310","MIG","MIG",0,"FWM2"
"704","2007_SKT_0312","2007_SKT_0312","MIG","MIG",0,"FWM1"
"705","2007_SKT_0313","2007_SKT_0313","MIG","MIG",0,"FWM1"
"706","2007_SKT_0315","2007_SKT_0315","BWR",NA,1,NA
"707","2007_SKT_0317","2007_SKT_0317","MIG","MIG",0,"FWM1"
"708","2007_SKT_0332","2007_SKT_0332","MIG","BWR",1,"BWM2"
"709","2007_SKT_0337","2007_SKT_0337","MIG","MIG",0,"FWM1"
"710","2007_SKT_0342","2007_SKT_0342","MIG","MIG",0,"FWM1"
"711","2007_SKT_0355","2007_SKT_0355","MIG","MIG",0,"FWM1"
"712","2007_SKT_0357","2007_SKT_0357","MIG","MIG",0,"FWM1"
"713","2007_SKT_0360","2007_SKT_0360","MIG","MIG",0,"FWM1"
"714","2007_SKT_0364","2007_SKT_0364","MIG","MIG",0,"FWM1"
"715","2007_SKT_0365","2007_SKT_0365","MIG","BWR",1,"BWM2"
"716","2007_SKT_0366","2007_SKT_0366","MIG","MIG",0,"FWM1"
"717","2007_SKT_0367","2007_SKT_0367","MIG","MIG",0,"FWM1"
"718","2007_SKT_0368","2007_SKT_0368","MIG","MIG",0,"FWM1"
"719","2007_SKT_0369","2007_SKT_0369","MIG","BWR",1,"BWM2"
"720","2007_SKT_0370","2007_SKT_0370","MIG","MIG",0,"FWM1"
"721","2007_SKT_0371","2007_SKT_0371","MIG","MIG",0,"FWM1"
"722","2007_SKT_0372","2007_SKT_0372","MIG","MIG",0,"FWM1"
"723","2007_SKT_0377","2007_SKT_0377","MIG","MIG",0,"FWM1"
"724","2007_SKT_0378","2007_SKT_0378","MIG","MIG",0,"FWM1"
"725","2007_SKT_0379","2007_SKT_0379","MIG","MIG",0,"FWM1"
"726","2007_SKT_0380","2007_SKT_0380","MIG","MIG",0,"FWM1"
"727","2007_SKT_0381","2007_SKT_0381","MIG","MIG",0,"FWM1"
"728","2007_SKT_0383","2007_SKT_0383","MIG","MIG",0,"FWM1"
"729","2007_SKT_0384","2007_SKT_0384","MIG","MIG",0,"FWM1"
"730","2007_SKT_0388","2007_SKT_0388","MIG","MIG",0,"FWM1"
"731","2007_SKT_0390","2007_SKT_0390","MIG","MIG",0,"FWM1"
"732","2007_SKT_0392","2007_SKT_0392","MIG","MIG",0,"FWM1"
"733","2007_SKT_0393","2007_SKT_0393","MIG","MIG",0,"FWM1"
"734","2007_SKT_0394","2007_SKT_0394","MIG","MIG",0,"FWM1"
"735","2007_SKT_0395","2007_SKT_0395","MIG","MIG",0,"FWM1"
"736","2007_SKT_0396","2007_SKT_0396","MIG","MIG",0,"FWM1"
"737","2007_SKT_0397","2007_SKT_0397","MIG","MIG",0,"FWM1"
"738","2007_SKT_0398","2007_SKT_0398","BWR","BWR",0,"BWR1"
"739","2007_SKT_0400","2007_SKT_0400","MIG","MIG",0,"FWM1"
"740","2007_SKT_0401","2007_SKT_0401","MIG","BWR",1,"BWM3"
"741","2007_SKT_0402","2007_SKT_0402","MIG","MIG",0,"FWM1"
"742","2007_SKT_0403","2007_SKT_0403","MIG","BWR",1,"BWM2"
"743","2007_SKT_0404","2007_SKT_0404","BWR","BWR",0,"BWM2"
"744","2007_SKT_0406","2007_SKT_0406","BWR","BWR",0,"BWR1"
"745","2007_SKT_0412","2007_SKT_0412","MIG","MIG",0,"FWM1"
"746","2008_SKT_0001","2008_SKT_0001","MIG","MIG",0,"FWM1"
"747","2008_SKT_0003","2008_SKT_0003","MIG","MIG",0,"FWM1"
"748","2008_SKT_0004","2008_SKT_0004","BWR","BWR",0,"BWR1"
"749","2008_SKT_0005","2008_SKT_0005","MIG","MIG",0,"FWM1"
"750","2008_SKT_0006","2008_SKT_0006","MIG","MIG",0,"FWM1"
"751","2008_SKT_0007","2008_SKT_0007","MIG","MIG",0,"FWM1"
"752","2008_SKT_0009","2008_SKT_0009","MIG","MIG",0,"FWM1"
"753","2008_SKT_0010","2008_SKT_0010","MIG","MIG",0,"FWM1"
"754","2008_SKT_0012","2008_SKT_0012","MIG","MIG",0,"FWM1"
"755","2008_SKT_0013","2008_SKT_0013","BWR","BWR",0,"BWR1"
"756","2008_SKT_0014","2008_SKT_0014","MIG","MIG",0,"FWM1"
"757","2008_SKT_0015","2008_SKT_0015","MIG","MIG",0,"FWM1"
"758","2008_SKT_0017","2008_SKT_0017","MIG","MIG",0,"FWM1"
"759","2008_SKT_0018","2008_SKT_0018","MIG","MIG",0,"FWM1"
"760","2008_SKT_0020","2008_SKT_0020","MIG","MIG",0,"FWM1"
"761","2008_SKT_0021","2008_SKT_0021","MIG","MIG",0,"FWM1"
"762","2008_SKT_0022","2008_SKT_0022","MIG","MIG",0,"FWM1"
"763","2008_SKT_0023","2008_SKT_0023","MIG","MIG",0,"FWM1"
"764","2008_SKT_0024","2008_SKT_0024","BWR","MIG",1,"FWM2"
"765","2008_SKT_0025","2008_SKT_0025","MIG","MIG",0,"FWM1"
"766","2008_SKT_0026","2008_SKT_0026","MIG","FWR",1,"FWR2"
